run_id,task_id,category,model_name,shot_count,input,expected_output,actual_output,score,scoring_method,latency_ms,timestamp,trial_id,input_tokens,output_tokens,example_selection
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,0,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%",2024年、国内再生可能エネルギー発電量が過去最高を記録。太陽光発電容量の大幅増加が主な要因。特に北海道・九州で大規模太陽光発電所が相次いで運営開始。一方、電力インフラの整備が追いついていない問題も指摘。政府は2030年までに再生可能エネルギー比率を40％以上に引き上げる目標を設定。,0.0533333333333333,f1,3084,2026-02-26T15:45:18.098477,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,0,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform",2024年の出生数は70万未満と見込まれ、過去最低となる。結婚件数の減少や晩婚化が主な要因。対策として政府は子供手当を拡充し、親の休業制度を改善。専門家は「金銭支援に加え、働き方改革も必要」と指摘。,0.0,f1,2836,2026-02-26T15:45:20.934877,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,0,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication",2027年から、国土交通省は東名高速道路の一部を対象に、自律走行車専用レーンの実証導入を開始。対象はレベル4自律車両で、時速100kmの走行が許可。安全確保のため、高精度道路-車両通信システムを専用レーンに設置。自動車メーカーも互換車両開発を加速中。,0.0384615384615384,f1,3038,2026-02-26T15:45:23.973425,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,1,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","Renewable energy record high in 2024, solar surge (Hokkaido, Kyushu), grid lag, 40% target by 2030",0.3571428571428571,f1,2528,2026-02-26T15:45:26.502133,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,1,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform",2024年出生数＜70万、婚姻減少・晩婚化、子育て補助拡充、育休制度改善、財政支援＋働き方改革必要,0.0,f1,2424,2026-02-26T15:45:28.927088,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,1,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication","Autonomous vehicle lanes trial 2027, Tomei Expressway start, Level 4 only, 100 km/h, high-precision communication systems, automakers accelerating development",0.4375,f1,2536,2026-02-26T15:45:31.463281,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,2,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","renewable energy record high 2024, solar power surge, Hokkaido & Kyushu, grid infrastructure lag, 40% target by 2030",0.4666666666666666,f1,2777,2026-02-26T15:45:34.240760,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,2,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform","Births 2024 <700,000, record low, marriage decline, later marriages, child allowances expand, parental leave improve, work-style reform needed",0.5625000000000001,f1,2489,2026-02-26T15:45:36.730051,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,2,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication","Autonomous vehicle lanes trial 2027, Tomei Expressway, Level 4 only, 100 km/h, high-precision communication, automakers developing compatible vehicles",0.4516129032258064,f1,2689,2026-02-26T15:45:39.419533,1,0,0,fixed
local_model_demo,summarization_001,summarization,lmstudio/qwen/qwen3-vl-8b,4,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","Renewable energy record high 2024, solar power surge, Hokkaido & Kyushu, grid infrastructure lag, 40% target by 2030",0.4666666666666666,f1,2829,2026-02-26T15:45:42.249213,1,0,0,fixed
